id.presentacion;producto;marca;especificacion;n;min;pmin;median;mean;pmax;max;ee;iqr;ppdm.anterior;var.mens;c.v.
1;Aceite de girasol;Óptimo;Envase 900 cc;370;85,00;87,00;110,00;107,52;125,00;160,00;8,24;11,50;96,76;0,111;0,077
2;Aceite de girasol;Río de la Plata;Envase 900 cc;352;62,00;75,00;113,00;113,51;140,90;140,90;11,63;10,00;103,31;0,099;0,102
3;Aceite de girasol;Uruguay;Envase 900 cc;180;55,40;64,00;101,90;96,56;119,00;119,00;11,06;12,30;88,51;0,091;0,115
4;Aceite de maíz;Delicia;Envase 900 cc;341;63,90;82,00;112,00;111,42;129,00;136,00;8,91;5,00;100,45;0,109;0,080
5;Aceite de maíz;Río de la Plata;Envase 900 cc;366;69,00;79,00;129,00;127,63;141,00;149,00;10,32;3,00;123,41;0,034;0,081
7;Aceite de soja;Condesa;Envase 900 cc;249;45,00;56,00;76,00;74,58;89,00;95,00;5,17;3,50;69,50;0,073;0,069
8;Aceite de soja;Río de la Plata;Envase 900 cc;367;40,50;49,00;72,00;72,32;86,00;99,00;7,12;5,00;70,25;0,029;0,098
9;Aceite de soja;Salad;Envase 900 cc;104;39,00;39,00;69,00;64,81;72,00;72,00;9,50;7,50;62,84;0,031;0,147
10;Agua de mesa con gas;Matutina;Envase 2 lt.;300;37,00;42,00;47,00;46,56;51,82;58,00;1,91;3,00;46,22;0,007;0,041
11;Agua de mesa con gas;Nativa;Envase 2 lt.;209;44,90;48,80;58,00;58,28;67,00;73,00;2,71;2,00;57,82;0,008;0,046
12;Agua de mesa con gas;Salus;Envase 2,25 lt.;451;40,00;52,00;60,00;61,17;65,00;66,00;2,91;5,00;61,07;0,002;0,048
13;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;231;205,00;205,00;257,00;256,31;349,00;421,00;31,36;49,00;255,84;0,002;0,122
14;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;213;239,00;259,00;295,00;291,38;379,00;390,00;23,78;29,00;289,73;0,006;0,082
15;Arroz blanco;Blue Patna;Bolsa 1 kg.;329;37,90;42,00;59,00;58,18;65,00;67,00;5,89;8,00;55,93;0,040;0,101
16;Arroz blanco;Green Chef;Bolsa 1 kg.;329;34,00;39,00;54,00;52,74;61,00;63,00;3,83;2,00;50,80;0,038;0,073
17;Arroz blanco;Saman Blanco;Bolsa 1 kg.;388;35,00;38,00;58,00;55,05;60,00;63,00;4,74;4,64;52,37;0,051;0,086
18;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;225;22,00;25,00;35,00;34,11;47,00;47,00;4,15;4,00;33,61;0,015;0,122
19;Arroz blanco;Pony;Bolsa 1 kg.;37;22,00;22,00;36,00;35,32;52,00;52,00;8,90;14,00;34,53;0,023;0,252
20;Arroz blanco;Vidarroz;Bolsa 1 kg.;223;22,00;29,00;39,00;40,77;52,50;52,50;6,51;6,00;39,69;0,027;0,160
22;Arvejas en conserva;Cololó;Lata 380 grs.;323;19,00;19,00;35,00;33,46;42,53;43,05;4,50;6,00;33,73;-0,008;0,135
23;Arvejas en conserva;Nidemar;Lata 300 grs.;260;17,00;17,00;20,00;21,25;30,00;31,00;4,27;9,00;20,92;0,015;0,201
24;Azúcar blanco;Azucarlito;Paquete 1 kg.;288;37,00;38,00;41,00;41,50;51,00;58,00;3,41;5,00;40,60;0,022;0,082
25;Azúcar blanco;Bella Unión;Paquete 1 kg.;358;36,00;38,90;42,00;42,49;48,00;54,00;2,53;3,90;41,37;0,027;0,060
26;Café envasado (no instantáneo);Águila;Paquete 250 grs.;386;105,40;107,00;136,00;137,57;156,00;156,00;8,54;8,00;135,51;0,015;0,062
27;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;390;122,00;122,00;159,00;158,97;181,00;197,00;11,75;20,00;159,45;-0,003;0,074
28;Café envasado (no instantáneo);Saint;Paquete 250 grs.;212;104,90;108,00;131,00;126,65;144,00;150,00;6,76;10,10;126,47;0,001;0,053
29;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;223;279,00;295,00;339,00;338,14;399,00;419,00;17,62;20,00;334,01;0,012;0,052
30;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;219;215,00;215,00;219,00;238,03;349,00;349,00;27,97;30,00;228,47;0,042;0,117
31;Cerveza;Patricia;Botella 960 ml.;343;105,00;114,00;135,00;130,06;145,00;146,00;9,67;17,00;131,49;-0,011;0,074
32;Cerveza;Pilsen;Botella 960 ml.;314;98,00;99,00;120,00;114,15;129,00;132,00;8,40;7,02;114,56;-0,004;0,074
33;Cerveza;Zillertal;Botella 1 lt.;352;113,00;115,00;143,00;139,35;159,00;178,00;11,74;23,00;141,20;-0,013;0,084
34;Champú;Fructis;Envase 350 ml.;462;165,00;185,00;269,00;261,48;311,92;311,92;26,72;35,00;237,61;0,100;0,102
35;Champú;Sedal;Envase 350 ml.;445;167,80;179,00;201,00;198,25;218,00;222,00;9,37;8,00;197,88;0,002;0,047
36;Champú;Suave;Envase 930 ml.;148;134,00;147,00;166,00;168,37;202,00;205,00;11,65;19,10;168,86;-0,003;0,069
37;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;225;369,00;390,00;459,55;460,54;515,00;535,00;27,95;40,00;456,22;0,009;0,061
38;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;199;299,00;355,00;459,00;451,68;500,00;541,00;26,01;10,00;432,53;0,044;0,058
39;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;141;255,00;255,00;325,00;317,24;335,00;335,00;18,33;0,00;316,53;0,002;0,058
40;Cocoa;Copacabana;Envase 500 grs.;218;99,00;102,00;158,00;154,80;184,00;186,50;16,32;16,00;144,00;0,075;0,105
41;Cocoa;Vascolet;Envase 500 grs.;230;100,00;101,10;159,00;151,43;212,00;223,00;28,56;44,00;147,55;0,026;0,189
42;Desodorante en aerosol;Axe Musk;Envase 113 grs.;301;97,00;98,00;139,00;136,07;153,00;165,00;11,09;7,00;136,59;-0,004;0,081
43;Desodorante en aerosol;Dove Original;Envase 100 grs.;455;113,00;129,00;183,00;180,01;199,00;215,00;13,59;8,75;179,55;0,003;0,075
44;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;428;108,00;112,00;156,00;149,74;170,00;176,00;14,00;14,00;148,42;0,009;0,093
45;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;375;59,00;59,00;89,00;90,44;113,00;131,00;11,04;9,18;88,11;0,026;0,122
46;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;529;58,00;73,00;93,39;95,60;123,00;123,00;10,90;8,00;95,07;0,006;0,114
47;Detergente para vajilla;Protergente limón;Envase 1 lt.;357;39,50;46,30;54,00;53,27;59,90;65,00;3,37;3,00;52,12;0,022;0,063
48;Dulce de leche;Conaprole;Envase 1 kg.;362;152,00;158,00;190,00;191,46;225,00;230,00;12,34;12,00;191,16;0,002;0,064
49;Dulce de leche;Los Nietitos;Envase 1 kg.;391;129,00;134,00;164,00;156,99;179,00;186,00;12,35;18,00;155,89;0,007;0,079
50;Dulce de leche;Manjar;Envase 1 kg.;382;115,00;123,00;146,90;145,10;160,00;160,00;6,55;8,00;140,34;0,034;0,045
51;Dulce de membrillo;Los Nietitos;Envase 400 grs.;342;47,00;48,00;60,50;60,28;67,00;70,00;4,22;4,00;58,56;0,029;0,070
52;Fideos secos al huevo;Adria;Paquete 500 grs.;321;53,00;55,27;66,00;65,86;75,00;77,00;3,23;2,00;65,30;0,009;0,049
53;Fideos secos al huevo;Cololó;Paquete 500 grs.;298;43,00;48,00;59,00;60,25;68,00;70,00;4,34;5,64;59,78;0,008;0,072
54;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;366;39,00;43,00;54,00;54,38;66,00;68,00;4,71;5,00;52,77;0,031;0,087
56;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;217;38,00;38,00;46,00;45,87;56,00;59,00;3,30;2,90;45,03;0,019;0,072
58;Frankfurters cortos;Centenario;Paquete 8 us.;315;99,70;107,00;155,00;153,25;220,00;239,00;19,44;22,00;152,65;0,004;0,127
59;Frankfurters cortos;Ottonello;Paquete 8 us.;349;101,30;120,00;149,00;150,43;179,00;189,00;18,11;30,00;149,58;0,006;0,120
60;Frankfurters cortos;Schneck;Paquete 8 us.;331;120,00;157,00;192,00;193,33;215,00;240,00;12,24;14,71;193,58;-0,001;0,063
61;Galletitas al agua;Famosa;Paquete 140 grs.;462;36,40;44,00;50,00;50,14;58,00;58,00;3,24;4,00;50,03;0,002;0,065
62;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;268;35,00;35,00;40,00;40,85;44,00;51,00;3,02;5,00;40,85;0,000;0,074
63;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;477;96,90;100,00;110,00;111,42;122,00;126,00;6,01;7,00;110,32;0,010;0,054
64;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;386;101,00;113,00;134,00;135,53;149,00;155,00;9,99;20,00;133,72;0,014;0,074
65;Gaseosa tipo cola (env. no ret.);Nix;Botella 1,5 lt.;33;40,00;40,00;42,00;42,15;47,00;47,00;1,73;1,00;42,15;0,000;0,041
66;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;370;98,00;98,00;130,00;126,51;140,00;149,00;9,86;15,00;126,90;-0,003;0,078
67;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;299;90,00;93,90;103,00;102,58;120,00;124,00;4,37;0,01;102,29;0,003;0,043
68;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;197;25,00;26,00;34,00;34,42;40,00;40,00;2,56;3,89;34,37;0,002;0,074
69;Hamburguesas carne vacun;Paty;Paquete2 unidades;114;45,00;45,00;53,00;54,33;79,00;79,00;7,49;10,10;54,33;0,000;0,138
70;Hamburguesas carne vacun;Schneck;Paquete2 unidades;375;48,20;59,92;74,00;73,61;84,00;88,00;5,92;10,00;73,05;0,008;0,080
71;Harina de maíz;Gourmet;Paquete 450 grs.;135;21,00;21,00;27,00;27,58;33,00;33,00;3,60;8,00;27,35;0,008;0,130
72;Harina de maíz;Presto Pronta Arcor;Paquete 500 grs.;288;27,00;28,00;42,00;40,37;51,77;51,77;5,66;7,00;38,80;0,041;0,140
73;Harina de maíz;Puritas;Paquete 450 grs.;277;27,90;29,00;41,00;39,92;44,00;46,00;3,34;4,58;38,58;0,035;0,084
74;Harina trigo común 000;Cañuelas;Paquete 1 kg.;287;30,00;30,00;42,00;39,79;48,00;49,00;6,97;16,00;39,48;0,008;0,175
75;Harina trigo común 000;Cololó;Paquete 1 kg.;140;30,00;30,00;42,00;42,87;50,00;55,00;5,53;3,00;44,22;-0,031;0,129
76;Harina trigo común 0000;Cañuelas;Paquete 1 kg.;348;42,00;44,00;52,00;51,56;62,00;63,00;3,58;6,00;51,85;-0,006;0,069
77;Harina trigo común 0000;Cololó;Paquete 1 kg.;298;39,00;39,00;56,00;55,04;62,00;65,00;4,45;3,00;53,69;0,025;0,081
78;Harina trigo común 0000;Primor;Paquete 1 kg.;141;39,00;39,00;52,00;52,54;59,00;59,00;4,14;5,90;52,03;0,010;0,079
79;Helado familiar;Conaprole;Envase 1lt.;274;173,70;179,00;225,00;224,13;250,00;254,00;15,87;12,00;223,85;0,001;0,071
80;Helado familiar;Crufi;Envase 1lt.;240;175,00;179,00;213,00;222,16;245,00;280,00;18,92;33,00;219,14;0,014;0,085
82;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;298;44,50;49,68;60,32;60,93;72,00;72,00;6,57;11,00;59,23;0,029;0,108
83;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;375;41,50;48,00;55,00;55,16;62,00;66,00;3,32;5,00;53,45;0,032;0,060
84;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;339;29,00;29,90;55,00;53,56;64,00;65,00;9,45;8,00;52,85;0,014;0,176
85;Huevos colorados;El Jefe;Envase 1/2 docena;194;45,00;52,00;62,00;60,99;66,00;68,60;3,92;9,00;57,33;0,064;0,064
86;Huevos colorados;Prodhin;Envase 1/2 docena;200;53,00;53,00;63,00;63,24;69,00;75,00;2,65;2,00;63,24;0,000;0,042
87;Huevos colorados;Super huevo;Envase 1/2 docena;234;45,00;47,81;62,00;61,63;71,00;71,00;6,26;13,00;61,44;0,003;0,102
88;Jabón de tocador;Astral plata;Unidad 125 grs.;567;29,00;35,00;58,00;55,33;66,00;73,00;7,85;10,00;54,37;0,018;0,142
89;Jabón de tocador;Palmolive;Unidad 125 grs.;433;24,00;26,00;48,00;45,84;55,00;55,00;6,63;1,25;45,38;0,010;0,145
90;Jabón de tocador;Rexona;Unidad 125 grs.;331;29,00;29,00;45,00;42,53;46,50;48,00;4,21;5,10;42,48;0,001;0,099
91;Jabón en polvo máquina;Drive;Paquete 800 grs.;180;89,00;89,90;105,90;109,21;125,00;130,00;8,14;15,00;109,09;0,001;0,075
92;Jabón en polvo máquina;Nevex;Paquete 800 grs.;89;114,00;114,00;151,00;149,92;159,00;159,00;7,02;0,00;149,90;0,000;0,047
93;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;192;102,00;104,00;166,00;165,47;189,00;199,00;18,09;16,00;165,41;0,000;0,109
94;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;363;35,90;39,90;53,00;52,48;59,30;64,00;5,72;10,00;52,28;0,004;0,109
95;Jabón para ropa en barra;Nevex;Unidad 200 grs.;461;29,00;31,90;36,00;35,76;43,09;43,09;2,03;3,00;35,72;0,001;0,057
97;Jamón cocido no artesanal;Cattivelli;1 kg.;27;395,00;395,00;560,00;544,25;795,00;795,00;69,68;65,00;525,43;0,036;0,128
98;Jamón cocido no artesanal;Ottonello;1 kg.;209;369,90;417,00;520,00;515,16;610,00;650,00;31,37;40,00;509,87;0,010;0,061
100;Leonesa;Ottonello;1 kg.;41;359,00;359,00;415,00;400,21;430,00;645,00;31,21;30,00;400,00;0,001;0,078
101;Leonesa;Schneck;1 kg.;184;400,00;415,00;450,00;464,58;520,00;530,00;22,43;23,00;464,62;0,000;0,048
102;Manteca;Calcar;Envase 200 grs.;111;53,50;53,50;62,00;62,88;72,00;89,00;4,42;5,10;62,84;0,001;0,070
103;Manteca;Conaprole sin sal;Envase 200 grs.;449;59,00;65,00;75,00;76,77;90,00;90,00;7,82;14,00;74,87;0,025;0,102
104;Manteca;Kasdorf;Envase 200 grs.;310;47,00;54,20;70,00;71,14;85,00;87,00;6,23;6,50;68,29;0,042;0,088
105;Margarina;Doriana nueva;Envase 250 grs.;283;49,00;65,00;89,00;88,85;120,00;120,00;11,62;16,00;93,33;-0,048;0,131
106;Margarina;Flor;Envase 200 grs.;52;37,50;37,50;44,50;45,21;49,50;49,50;1,70;2,00;44,77;0,010;0,038
107;Margarina;Primor;Envase 250 grs.;60;35,00;35,00;63,90;61,14;71,50;71,50;10,44;2,50;60,66;0,008;0,171
108;Mayonesa común;Fanacoa;Envase 500 grs.;13;40,00;40,00;41,00;41,11;44,00;44,00;1,21;2,00;41,11;0,000;0,029
109;Mayonesa común;Hellmans;Envase 500 grs.;344;79,00;79,00;114,90;112,04;134,00;141,00;12,25;17,00;107,07;0,046;0,109
110;Mayonesa común;Uruguay;Envase 500 grs.;274;61,00;61,00;88,00;83,31;99,00;99,90;12,95;26,10;77,71;0,072;0,155
111;Mermelada de durazno;Dulciora;Envase 500 grs.;51;39,00;39,00;55,00;50,85;60,00;60,00;5,46;9,00;50,81;0,001;0,107
112;Mermelada de durazno;El Hogar;Envase 500 grs.;176;45,00;59,00;89,00;87,26;109,00;112,00;10,50;3,83;87,40;-0,002;0,120
113;Mermelada de durazno;Los Nietitos;Envase 500 grs.;389;72,70;79,00;93,00;94,58;105,00;107,00;6,83;5,00;91,34;0,035;0,072
114;Nalga vacuna;Con Hueso - Sin Marca;1 kg.;39;289,00;289,00;358,00;345,82;399,00;399,00;36,72;66,00;343,05;0,008;0,106
115;Nalga vacuna;Sin Hueso - Sin Marca;1 kg.;220;299,00;299,00;359,00;351,64;478,00;478,00;38,96;50,00;363,73;-0,033;0,111
116;Paleta vacuna;Con Hueso - Sin Marca;1 kg.;220;215,00;215,00;263,99;270,59;379,00;379,00;33,71;54,00;270,10;0,002;0,125
117;Paleta vacuna;Sin Hueso - Sin Marca;1 kg.;208;209,00;239,00;309,00;300,46;437,00;437,00;33,22;29,00;299,95;0,002;0,111
118;Pan de molde lacteado;Los Sorchantes;Paquete 330 grs.;289;65,00;65,00;84,00;84,06;94,42;97,86;6,24;10,00;84,94;-0,010;0,074
119;Pan de molde lacteado;Bimbo;Paquete 330 grs.;241;73,00;80,00;102,00;100,13;118,00;119,00;8,12;10,00;99,23;0,009;0,081
120;Pan de molde lacteado;Pan Catalán;Paquete 330 grs.;109;48,00;49,00;57,00;61,49;86,00;86,00;11,09;25,00;61,49;0,000;0,180
121;Pan flauta;Sin marca;Unidad aprox215 grs.;59;35,00;35,00;58,00;53,04;67,00;67,00;8,07;11,00;52,96;0,001;0,152
122;Papel higiénico hoja simple;Elite;4 rollos de 30 mts.;510;59,00;65,00;83,00;83,55;94,00;99,00;5,47;8,00;81,99;0,019;0,065
123;Papel higiénico hoja simple;Higienol Export;4 rollos de 30 mts.;254;45,00;47,00;62,00;58,68;73,48;73,48;6,50;5,00;58,68;0,000;0,111
124;Papel higiénico hoja simple;Sin Fin;4 rollos de 50 mts.;453;70,70;76,00;96,00;94,90;119,00;119,00;9,14;15,00;93,10;0,019;0,096
125;Pasta dental;Colgate Herbal Blanqueador;Unidad 90 grs.;470;42,00;51,90;75,00;79,87;99,75;99,75;14,10;27,00;81,27;-0,017;0,177
126;Pasta dental;Kolynos Triple acción;Unidad 90 grs.;432;29,00;29,00;37,00;36,19;59,00;62,00;5,72;7,00;35,94;0,007;0,158
127;Pasta dental;Pico Jenner Plus;Unidad 90 grs.;333;31,00;36,00;55,00;53,25;65,00;73,00;6,67;12,00;52,77;0,009;0,125
128;Peceto vacuno;Sin Marca;1 kg.;219;319,00;319,00;405,00;372,16;436,00;461,00;41,81;86,00;392,67;-0,052;0,112
129;Pescado fresco;bifes de merluz - sin marca;1 kg.;101;342,00;342,00;409,00;411,44;446,00;469,00;14,21;0,00;412,41;-0,002;0,035
130;Pollo entero fresco con menudos;Avícola del Oeste;1 kg.;208;95,00;99,00;139,00;140,29;169,00;197,00;13,85;0,00;146,39;-0,042;0,099
132;Pollo entero fresco con menudos;Tres Arroyos;1 kg.;42;99,00;99,00;150,25;140,97;179,00;197,00;20,57;13,00;140,62;0,002;0,146
133;Pulpa de tomate;Conaprole;Envase 1 lt.;331;53,00;64,00;75,90;76,29;96,00;96,00;6,84;8,00;74,07;0,030;0,090
134;Pulpa de tomate;De Ley;Envase 1,020 lt.;357;44,90;49,00;67,00;66,19;80,00;80,00;7,69;13,00;63,12;0,049;0,116
135;Pulpa de tomate;Gourmet;Envase 1 lt.;389;52,90;57,00;75,00;74,58;86,00;87,00;7,08;9,00;71,74;0,040;0,095
136;Queso rallado;Artesano;Paquete 80 grs.;116;62,90;68,00;96,00;94,50;113,00;113,00;8,28;7,00;94,88;-0,004;0,088
137;Queso rallado;Conaprole;Paquete 80 grs.;386;55,00;59,00;83,00;80,75;93,00;104,00;7,00;9,00;78,66;0,027;0,087
138;Queso rallado;Milky;Paquete 80 grs.;272;50,90;54,00;85,00;79,45;96,00;100,00;9,89;14,00;78,99;0,006;0,125
139;Rueda Vacuna;Con Hueso - Sin Marca;1 kg;54;263,00;263,00;319,00;325,44;369,00;379,00;32,76;60,00;321,58;0,012;0,101
140;Sal fina yodada fluorada;Sek;Paquete 500 grs.;196;33,00;35,00;54,49;53,94;67,00;69,00;5,93;7,61;51,53;0,047;0,110
141;Sal fina yodada fluorada;Torrevieja;Paquete 500 grs.;60;30,00;30,00;43,00;41,95;45,00;45,00;3,60;0,00;41,95;0,000;0,086
142;Sal fina yodada fluorada;Urusal;Paquete 500 grs.;258;30,00;37,90;43,00;43,18;49,00;59,00;2,49;3,00;42,82;0,008;0,058
143;Té negro en saquitos;Hornimans;Caja 10 us.;389;27,00;30,00;42,00;40,68;48,18;51,00;4,48;7,00;40,19;0,012;0,110
144;Té negro en saquitos;La Virginia;Caja 10 us.;235;24,00;24,00;31,00;29,77;38,23;39,00;3,33;4,00;29,42;0,012;0,112
145;Té negro en saquitos;President;Caja 10 us.;348;36,00;37,00;54,00;53,53;62,00;67,00;4,48;5,00;52,90;0,012;0,084
146;Vino tinto común tetrabrick;Faisán;Envase 1 lt.;360;97,00;104,00;122,00;121,76;147,00;147,00;8,85;8,00;122,96;-0,010;0,073
147;Vino tinto común tetrabrick;Santa Teresa Clásico;Envase 1 lt.;387;95,00;95,00;112,00;112,69;126,00;139,00;6,09;4,00;110,57;0,019;0,054
148;Vino tinto común tetrabrick;Tango;Envase 1 lt.;219;89,00;89,90;99,00;99,27;109,00;116,00;3,20;2,00;97,73;0,016;0,032
149;Yerba mate común;Baldo;Paquete1 kg.;500;145,00;168,00;176,00;177,21;202,00;206,00;4,23;3,00;177,15;0,000;0,024
150;Yerba mate común;Canarias;Paquete1 kg.;498;149,00;170,00;180,00;182,78;206,00;206,00;7,65;4,00;182,71;0,000;0,042
151;Yerba mate común;Del Cebador;Paquete1 kg.;368;124,00;125,00;173,50;165,45;185,00;188,00;15,99;15,00;160,10;0,033;0,097
152;Yogur;Calcar;Sachet 1 lt.;271;45,20;57,00;72,50;71,54;81,24;81,24;6,72;10,00;66,27;0,080;0,094
153;Yogur;Conaprole BIO TOP;Sachet1,200 lt.;331;60,00;60,00;70,00;68,96;78,00;81,00;5,51;10,00;67,63;0,020;0,080
